match_id,batting_team,bowling_team,target,batting_historical_win_ratio,bowling_historical_win_ratio,head_to_head_ratio,batting_recent_form,bowling_recent_form,elo_difference,batting_player_strength,bowling_player_strength
66283,Sri Lanka,England,294,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5
66284,India,England,272,0.5,1.0,0.5,0.5,1.0,-16.0,0.5,0.6318181818181818
64814,India,New Zealand,255,0.5,0.5,0.5,0.5,0.5,16.73630679352209,0.8964285714285714,0.5
64815,New Zealand,India,109,1.0,0.5,1.0,1.0,0.5,16.80397283576349,0.5136363636363637,0.5454545454545454
64816,New Zealand,India,123,1.0,0.0,1.0,1.0,0.0,47.257475431321836,0.37222222222222223,0.41500000000000004
64817,India,New Zealand,169,0.0,1.0,0.0,0.0,1.0,-74.93154608295481,0.3395833333333333,0.35416666666666663
65634,Australia,Sri Lanka,344,0.5,0.5,0.5,0.5,0.5,16.0,0.5,0.55
65635,England,Australia,272,0.5,0.5,0.5,0.5,0.5,16.0,0.8895833333333334,0.5974999999999999
65636,England,Sri Lanka,285,0.5,1.0,1.0,0.5,1.0,-18.20892038056627,0.5477272727272727,0.5875
64819,New Zealand,India,123,0.5,0.0,0.5,0.5,0.0,36.13514554589756,0.3339015151515151,0.33693181818181817
65637,Australia,Sri Lanka,212,1.0,1.0,0.5,1.0,1.0,-15.89852194355899,0.6152777777777778,0.5799242424242423
65638,Sri Lanka,England,280,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,31.801707290052036,0.5845833333333333,0.569375
65639,Australia,England,153,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,31.906025760428747,0.4398148148148149,0.5684848484848485
65640,Australia,Sri Lanka,215,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,49.56000095085301,0.3424242424242424,0.52234375
65641,Australia,England,118,1.0,0.5,1.0,1.0,0.5,74.70863785844926,0.4871666666666667,0.5253787878787879
65642,England,Australia,230,0.4,1.0,0.0,0.4,1.0,-99.93184449267255,0.5607575757575758,0.4077272727272727
65235,South Africa,West Indies,279,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5
65236,Namibia,Zimbabwe,191,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5
65237,New Zealand,Sri Lanka,273,0.5,0.5,0.5,0.5,0.5,72.80421598547764,0.31193181818181814,0.5236363636363637
65239,Bangladesh,Canada,181,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5
65238,Pakistan,Australia,311,0.5,1.0,0.5,0.5,1.0,-69.13188160121763,0.5,0.47707671957671954
65241,Netherlands,India,205,0.5,0.0,0.5,0.5,0.0,24.04130877165676,0.5,0.3392045454545455
65240,South Africa,Kenya,141,0.5,0.5,0.5,0.5,0.5,-16.0,0.6575,0.5
65242,West Indies,New Zealand,242,1.0,0.5,0.5,1.0,0.5,-5.473083959798487,0.6599999999999999,0.3821212121212121
65244,Australia,India,126,1.0,0.25,0.5,1.0,0.25,88.92553080473726,0.541220238095238,0.37290584415584416
65245,Kenya,Canada,198,0.0,1.0,0.5,0.0,1.0,-32.73630679352209,0.34444444444444444,0.3568181818181818
65246,England,Netherlands,143,0.4,0.5,0.5,0.4,0.5,-36.73620846808876,0.5710416666666667,0.29166666666666663
65247,Namibia,Pakistan,256,0.5,0.5,0.5,0.5,0.5,-3.1422800617851863,0.2638888888888889,0.49722222222222223
65248,New Zealand,South Africa,226,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,36.48475318180931,0.404724025974026,0.5
65252,Namibia,England,273,0.5,0.4,0.5,0.5,0.4,4.300803005289936,0.2225,0.47457972582972585
65251,Sri Lanka,Canada,37,0.6,0.5,0.5,0.6,0.5,-11.21895172371228,0.537689393939394,0.41624999999999995
65250,Zimbabwe,India,256,1.0,0.2,0.5,1.0,0.2,34.927898738954354,0.82,0.3453463203463204
65255,Pakistan,England,247,1.0,0.5,0.5,1.0,0.4,22.955627086826553,0.39204545454545453,0.5168181818181818
65254,South Africa,Bangladesh,109,0.0,0.5,0.5,0.0,0.5,2.4103428511755283,0.634375,0.28214285714285714
65257,Namibia,India,312,0.5,0.3333333333333333,0.5,0.5,0.4,-46.728539362996344,0.31625000000000003,0.37380772005772
65256,West Indies,Canada,203,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,18.27161340095654,0.5340909090909091,0.28208333333333335
65259,Australia,Zimbabwe,247,1.0,1.0,0.5,1.0,1.0,95.58466333213755,0.4686643217893218,0.5625
65258,Sri Lanka,Kenya,211,0.6,0.0,0.5,0.6,0.0,3.027593212680813,0.47594967532467536,0.35
65260,Netherlands,Pakistan,254,0.0,1.0,0.5,0.0,1.0,-20.73283446931191,0.2875,0.4628787878787879
65262,England,India,251,0.5714285714285714,0.42857142857142855,0.0,0.6,0.6,-15.438587420836257,0.5434133543224452,0.4137391774891775
65261,New Zealand,Bangladesh,199,0.6666666666666666,0.0,0.5,0.6666666666666666,0.0,83.43602530806947,0.36393127705627704,0.26
65264,Canada,South Africa,255,0.25,0.0,0.5,0.25,0.0,-35.47826963075522,0.33270833333333333,0.4045454545454546
65263,Namibia,Australia,302,0.5,1.0,0.5,0.5,1.0,-167.6018271684784,0.30965909090909094,0.5068876262626263
65265,Netherlands,Zimbabwe,302,0.0,0.5,0.5,0.0,0.5,-36.52816806218948,0.26401515151515154,0.4761363636363637
65266,West Indies,Sri Lanka,229,1.0,0.6,0.5,1.0,0.6,27.75637873775554,0.5015151515151515,0.4599116161616162
65267,Bangladesh,Kenya,218,0.0,0.5,0.5,0.0,0.5,-61.02506259210895,0.3143939393939394,0.3776515151515151
65268,India,Pakistan,274,0.5,1.0,0.5,0.8,1.0,26.837325430039527,0.43015520464384105,0.45
65269,Australia,England,205,1.0,0.5714285714285714,1.0,1.0,0.6,132.70888498511886,0.5265197428833793,0.5174082546241637
65271,Namibia,Netherlands,315,0.5,0.0,0.5,0.5,0.0,-6.582517846042265,0.23318181818181816,0.29318181818181815
65270,New Zealand,Canada,197,0.6666666666666666,0.25,0.5,0.6666666666666666,0.25,111.32759852317758,0.4250613275613276,0.291875
65276,India,Kenya,226,0.5,0.6666666666666666,0.5,0.8,0.6666666666666666,12.467716584360687,0.4404407713498622,0.4028409090909091
65275,Sri Lanka,Australia,320,0.6666666666666666,1.0,0.3333333333333333,0.6,1.0,-119.75582311878361,0.4623124098124098,0.5276165879574971
65277,New Zealand,Zimbabwe,253,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,73.80363374574677,0.4329365079365079,0.641875
65278,Sri Lanka,India,293,0.6666666666666666,0.5,0.5,0.6,0.8,-63.781322590144555,0.4423157713498623,0.4398066327611782
65279,New Zealand,Australia,209,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,-47.90986029046712,0.4259965728715729,0.5172421328671328
65280,Kenya,Zimbabwe,134,0.5,0.5,0.5,0.5,0.5,26.334881485443702,0.38977272727272727,0.572375
65281,India,New Zealand,147,0.5555555555555556,0.6666666666666666,0.0,0.8,0.6666666666666666,-2.548861376352761,0.4542013668150032,0.4025404204381477
65283,Australia,Kenya,175,1.0,0.5,0.5,1.0,0.5,119.6994759193692,0.49722249972249977,0.2741287878787879
65282,Zimbabwe,Sri Lanka,257,0.4,0.6666666666666666,0.5,0.4,0.6,-7.567681769543697,0.6377777777777778,0.5177112029384757
65284,Sri Lanka,Australia,172,0.7142857142857143,1.0,0.3333333333333333,0.6,1.0,-163.0900810068631,0.5414046937910574,0.48790431159749337
65285,Kenya,India,271,0.4,0.5555555555555556,0.0,0.4,0.8,-68.43888820552093,0.38728354978354973,0.4430953894590258
65286,India,Australia,360,0.6,1.0,0.0,1.0,1.0,-68.76030782978069,0.45280552780552774,0.5195291797848616
65803,Zimbabwe,Pakistan,279,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,-28.299365611455414,0.4965773809523809,0.6306666666666667
65804,Pakistan,Sri Lanka,224,0.75,0.7142857142857143,0.5,0.75,0.6,13.12465090314754,0.49013888888888885,0.4646878584378585
65805,Zimbabwe,Kenya,226,0.4,0.4,0.0,0.4,0.4,-62.68090663650196,0.48391369047619043,0.32909902597402596
65806,Kenya,Sri Lanka,257,0.3333333333333333,0.625,1.0,0.4,0.6,14.647138010351455,0.39284722222222224,0.44628617216117217
65807,Zimbabwe,Sri Lanka,194,0.4,0.6666666666666666,0.5,0.4,0.8,-26.99659946014026,0.4464015151515152,0.42502913752913757
65808,Kenya,Pakistan,287,0.3333333333333333,0.75,0.5,0.4,0.75,-45.943388854289196,0.41926366843033513,0.3832857142857143
65809,Pakistan,Zimbabwe,169,0.8,0.4,1.0,0.8,0.4,50.89460584573794,0.5331439393939394,0.44759740259740266
66357,Sri Lanka,Pakistan,200,0.6,0.8,0.0,0.6,0.8,-72.05233160792386,0.5392989792070674,0.5131791125541125
66358,New Zealand,Pakistan,117,0.5,0.8333333333333334,0.5,0.5,0.8,0.9298489105919998,0.3398787948162948,0.5076578282828283
64820,West Indies,Australia,208,1.0,1.0,0.5,1.0,1.0,-183.6180250235716,0.6072916666666667,0.4884982174688057
66361,Sri Lanka,New Zealand,157,0.6,0.5,1.0,0.6,0.5,-114.39662296375309,0.4707210550887021,0.38095767868495145
66363,New Zealand,Pakistan,199,0.6,0.7142857142857143,0.5,0.6,0.6,43.75851645042371,0.34260614385614385,0.46422348484848486
64825,West Indies,Australia,253,1.0,1.0,0.5,1.0,1.0,-200.12266686698285,0.45424999999999993,0.49616649690179104
64826,West Indies,Australia,248,1.0,0.9,0.5,1.0,0.8,-151.4906160832088,0.44833333333333336,0.517507463296937
64827,West Indies,Sri Lanka,202,1.0,0.6,0.5,1.0,0.6,88.57373077799161,0.4581709956709957,0.4403565423976608
64829,West Indies,Sri Lanka,160,1.0,0.6363636363636364,0.5,1.0,0.6,48.58804613642701,0.5751116071428571,0.4407071488882635
65029,Pakistan,England,205,0.625,0.5,0.5,0.6,0.4,55.023921359393626,0.4342261904761905,0.5024252136752138
65030,England,Pakistan,186,0.4444444444444444,0.625,0.5,0.4,0.6,-81.99798029707517,0.4408531746031746,0.5182120909393637
65031,England,Pakistan,230,0.4444444444444444,0.5555555555555556,0.5,0.4,0.4,-42.582853657609576,0.3802103199830472,0.4918969918969919
66293,Zimbabwe,England,192,0.3333333333333333,0.4444444444444444,0.5,0.2,0.4,-30.16416670666399,0.40929166666666666,0.4376382876382876
66294,England,South Africa,265,0.4,0.5,0.5,0.4,0.5,-38.24631509887149,0.33260042653425004,0.53625
66295,Zimbabwe,South Africa,273,0.3333333333333333,0.3333333333333333,0.5,0.2,0.3333333333333333,-15.884991078279427,0.41287140889413615,0.4727272727272728
66297,South Africa,England,224,0.5,0.4,0.0,0.5,0.4,18.00683809935572,0.4885876623376624,0.39980089355089354
66299,England,Zimbabwe,93,0.36363636363636365,0.3333333333333333,0.0,0.2,0.2,13.244613683380067,0.4079015009113693,0.41822596153846153
66301,South Africa,Zimbabwe,174,0.5,0.2857142857142857,1.0,0.5,0.2,76.98480236594082,0.5196759259259259,0.39320146520146515
66302,England,South Africa,108,0.36363636363636365,0.5,0.0,0.2,0.5,-45.47109540729343,0.3851298701298701,0.5403125
64830,Australia,Bangladesh,106,0.8181818181818182,0.0,0.5,0.6,0.0,200.46172723574136,0.5513933599295442,0.31645833333333334
64831,Australia,Bangladesh,148,0.8181818181818182,0.0,0.5,0.6,0.0,215.80689555141953,0.5656814998726764,0.26241666666666663
64832,Bangladesh,Australia,255,0.0,0.8181818181818182,0.0,0.0,0.6,-230.14536669225026,0.2885606060606061,0.47841416697533007
64833,Bangladesh,Pakistan,324,0.0,0.5,0.5,0.0,0.2,-81.39026263633832,0.3255092592592593,0.40365588115588114
64836,Pakistan,Bangladesh,223,0.5454545454545454,0.0,1.0,0.2,0.0,106.02812479910017,0.3549232585596222,0.36352813852813853
64837,Bangladesh,Pakistan,303,0.0,0.5454545454545454,0.0,0.0,0.2,-128.55484852547397,0.3857133838383838,0.4121773165188941
64838,South Africa,Pakistan,278,0.4,0.5833333333333334,0.5,0.4,0.4,-12.622219460456108,0.4369444444444445,0.5596295877325289
64839,South Africa,Pakistan,268,0.4,0.6153846153846154,0.5,0.4,0.6,-43.46018127734669,0.5456938705234159,0.5194341768267852
64840,South Africa,Pakistan,209,0.4,0.6428571428571429,0.5,0.4,0.8,-71.4780984011968,0.4799952446543355,0.509230743261492
64841,South Africa,Pakistan,158,0.4,0.6,0.5,0.4,0.8,-32.9860568167137,0.4774228738433283,0.4759983528898003
64842,South Africa,Pakistan,193,0.4,0.5625,0.5,0.4,0.6,2.0429756349776653,0.44794677544677547,0.5140492915471807
66365,Australia,India,284,0.8333333333333334,0.6,1.0,0.6,1.0,77.44180842632454,0.47666328478930203,0.44275356995945225
66366,Australia,New Zealand,98,0.8333333333333334,0.6,1.0,0.6,0.6,46.76660225645651,0.48396765340558245,0.3216964916396735
66367,India,Australia,287,0.6363636363636364,0.8333333333333334,0.5,1.0,0.6,-52.284207498096066,0.5022727272727272,0.4876829573934837
66368,Australia,New Zealand,259,0.8461538461538461,0.5,1.0,0.6,0.4,88.09530187433938,0.488287419651056,0.3528648167785868
66369,New Zealand,India,247,0.42857142857142855,0.6363636363636364,0.3333333333333333,0.4,1.0,-20.618448180151972,0.30952010815981407,0.5367783717105263
64843,England,Bangladesh,144,0.36363636363636365,0.0,0.5,0.2,0.0,127.2977958108263,0.4107004580015944,0.46801339285714283
64844,England,Bangladesh,135,0.36363636363636365,0.0,0.5,0.2,0.0,148.07116363647037,0.3990294744111941,0.3957784090909091
64845,England,Bangladesh,183,0.36363636363636365,0.0,0.5,0.2,0.0,167.20311514595232,0.4142001811594203,0.3496831955922865
66372,New Zealand,India,354,0.42857142857142855,0.5833333333333334,0.3333333333333333,0.4,0.8,13.278354885781937,0.30851068865774744,0.5320724270569472
64846,Sri Lanka,England,89,0.5833333333333334,0.36363636363636365,1.0,0.4,0.2,-88.86959390504558,0.49478641456582634,0.36326872141016875
64848,Zimbabwe,West Indies,126,0.25,1.0,0.5,0.0,1.0,-90.68813867738186,0.3782010582010582,0.5272430555555555
64849,West Indies,Zimbabwe,230,0.5,0.25,0.0,0.5,0.0,50.52011703000812,0.4693308080808081,0.33285210055096426
64850,Pakistan,New Zealand,292,0.5294117647058824,0.42857142857142855,0.0,0.4,0.4,-59.691560397832745,0.5341956356177371,0.351562951496388
64851,Zimbabwe,West Indies,223,0.3333333333333333,0.5,1.0,0.2,0.5,-13.89956163013153,0.37905647130647135,0.4529368686868687
64852,West Indies,Zimbabwe,197,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.2,44.620047238637426,0.42053841991341995,0.3352904007756949
64853,New Zealand,Pakistan,282,0.375,0.5294117647058824,0.0,0.2,0.4,22.24722681733465,0.4543819444444444,0.5408652898958627
64855,Pakistan,New Zealand,184,0.5555555555555556,0.375,0.3333333333333333,0.4,0.2,11.799022594804228,0.6296732108471239,0.3752064234784823
64857,New Zealand,Pakistan,230,0.3333333333333333,0.5555555555555556,0.0,0.2,0.4,-42.712710037040324,0.4298486045121811,0.6103490259740261
65643,India,Australia,289,0.6153846153846154,0.8461538461538461,0.5,0.8,0.6,-91.86971218987014,0.5997156084656086,0.5184150862312917
65644,Zimbabwe,Australia,226,0.3,0.8571428571428571,0.0,0.2,0.6,-247.60242320969337,0.3895650110123794,0.5366080710571818
65645,India,Zimbabwe,209,0.6153846153846154,0.3,1.0,0.8,0.2,138.20493574060652,0.5847865272685846,0.3427016879319511
65646,Zimbabwe,Australia,345,0.2727272727272727,0.8666666666666667,0.0,0.2,0.8,-269.9586887378964,0.37138170856920855,0.5278223334636378
65647,Australia,India,304,0.875,0.6153846153846154,1.0,1.0,0.8,117.43570710151062,0.5212915400517282,0.4977017330495591
65648,Zimbabwe,India,256,0.2727272727272727,0.6428571428571429,0.0,0.2,0.8,-184.90266415994415,0.4192606546750931,0.35463564213564214
65649,Australia,India,225,0.875,0.6666666666666666,1.0,1.0,0.8,66.80628630183901,0.515160782856435,0.37681290174471993
64862,West Indies,South Africa,264,0.6666666666666666,0.4,1.0,0.6666666666666666,0.4,-25.553931413594,0.3673329933954934,0.48504646868283235
65653,Australia,India,204,0.875,0.625,1.0,1.0,0.6,92.72792789483765,0.43803979988052566,0.536205217707194
64865,West Indies,South Africa,298,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6,-55.20456222404846,0.30998737373737373,0.48930551456119636
65655,Australia,India,223,0.875,0.5882352941176471,1.0,1.0,0.6,116.38453990825383,0.4884846816026947,0.5484481693646713
65656,India,Australia,360,0.5555555555555556,0.875,0.3333333333333333,0.4,1.0,-138.04886413637018,0.5577411628226845,0.4759225071750427
64870,Sri Lanka,Australia,263,0.5833333333333334,0.8823529411764706,0.3333333333333333,0.4,1.0,-258.2824609831391,0.42839580010632644,0.5138028540454365
64871,Australia,Sri Lanka,246,0.8888888888888888,0.5833333333333334,1.0,1.0,0.4,270.08428589610367,0.5370406957836107,0.4443048230979893
64872,New Zealand,South Africa,260,0.3333333333333333,0.42857142857142855,0.5,0.2,0.4,-3.712476406992664,0.4333494870245443,0.5094232972909444
64874,Sri Lanka,Australia,234,0.6153846153846154,0.8888888888888888,0.5,0.6,1.0,-217.24615089355257,0.3838870341614907,0.5781212719052726
64881,Zimbabwe,Bangladesh,184,0.2727272727272727,0.0,0.5,0.2,0.0,60.60802148570542,0.37901199494949495,0.39797027972027976
64882,India,Pakistan,330,0.5555555555555556,0.5263157894736842,0.5,0.4,0.2,28.3162521014674,0.5631541287735253,0.49506007788065204
64883,Pakistan,India,245,0.55,0.5555555555555556,0.5,0.4,0.4,6.286011915594827,0.5304273086103619,0.5749532298509571
64884,India,Pakistan,294,0.5263157894736842,0.55,0.0,0.2,0.4,-37.70711198706431,0.5574219665392526,0.5251698881190293
64885,Pakistan,India,294,0.5238095238095238,0.5263157894736842,0.3333333333333333,0.4,0.2,2.2477303328882954,0.5428979327268098,0.5524281601434469
64887,Sri Lanka,Zimbabwe,133,0.6153846153846154,0.2727272727272727,0.5,0.6,0.2,55.57735800960904,0.35482398661944115,0.2190051568873163
64891,Zimbabwe,Sri Lanka,224,0.25,0.6153846153846154,0.0,0.2,0.6,-82.50171343954548,0.28268824786324787,0.2895523976636109
64894,West Indies,England,281,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.0,1.8960076077187296,0.40775997150997145,0.3107019526818992
64896,West Indies,Bangladesh,145,0.6666666666666666,0.0,0.5,0.6666666666666666,0.0,195.93126877773307,0.4216284872534873,0.38691267066267065
64897,Bangladesh,West Indies,125,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,-211.58273793815647,0.3868744891472164,0.3564260249554367
64898,West Indies,Bangladesh,119,0.75,0.0,1.0,0.75,0.0,226.19356781479496,0.33456633644133643,0.37007631257631257
64899,Australia,Zimbabwe,206,0.8947368421052632,0.25,1.0,1.0,0.2,312.8026805140014,0.5014741498565028,0.32220111427647313
64900,Zimbabwe,Australia,324,0.23076923076923078,0.8947368421052632,0.0,0.2,1.0,-321.8761873482333,0.3466931818181819,0.47387404502729574
64901,Australia,Zimbabwe,197,0.9,0.23076923076923078,1.0,1.0,0.2,330.5505220705493,0.4178049843374609,0.36260096153846155
66304,West Indies,England,148,0.75,0.3076923076923077,0.5,0.75,0.0,55.694643107106,0.4393643115140793,0.3813634514639949
66305,New Zealand,England,102,0.3333333333333333,0.2857142857142857,0.5,0.2,0.0,61.88648501193484,0.5660278182968401,0.42864420987925766
66306,England,West Indies,160,0.26666666666666666,0.75,0.0,0.0,0.75,-95.78825426725825,0.4401360641993053,0.3864205801938
66309,West Indies,England,286,0.6,0.26666666666666666,0.0,0.6,0.0,55.18276996380155,0.4551324333561175,0.40538757676492787
66311,West Indies,New Zealand,267,0.6,0.3333333333333333,0.5,0.6,0.2,0.7193507835274886,0.4420143150779233,0.4855281146549529
65708,Bangladesh,Pakistan,258,0.0,0.5238095238095238,0.0,0.0,0.4,-222.4186682928123,0.3217827380952381,0.5907633492300914
65713,Sri Lanka,Pakistan,123,0.6428571428571429,0.5454545454545454,0.0,0.6,0.6,-39.01334845371639,0.4542689816222425,0.5305789128247262
65714,Sri Lanka,Bangladesh,191,0.6428571428571429,0.0,0.5,0.6,0.0,215.11389625120296,0.4515758547008547,0.31461882480264836
65716,Sri Lanka,India,272,0.6428571428571429,0.55,0.5,0.6,0.2,-37.03233949050855,0.4253475356641501,0.5095091575744005
65718,India,Sri Lanka,229,0.5714285714285714,0.6428571428571429,1.0,0.4,0.6,65.63439317814755,0.5457420787661087,0.4189281572659316
66374,India,Pakistan,194,0.5714285714285714,0.5217391304347826,0.5,0.4,0.4,36.1025801587773,0.45821099423630196,0.5165749796526923
64905,Sri Lanka,South Africa,236,0.6666666666666666,0.375,0.5,0.8,0.4,16.048437184744444,0.39230926522083365,0.5150185394670689
64906,South Africa,Sri Lanka,309,0.3333333333333333,0.6666666666666666,0.0,0.2,0.8,-46.571371844542,0.45268798388573933,0.41233864620228255
65032,England,India,171,0.25,0.5714285714285714,0.0,0.0,0.4,-65.66593374643776,0.5110798718793285,0.4400613133709725
65033,India,England,308,0.5454545454545454,0.25,0.5,0.4,0.0,27.688878936591436,0.4573935326360184,0.4580819013577243
66377,Pakistan,Australia,270,0.5416666666666666,0.9,0.5,0.6,1.0,-179.90638071878038,0.561405793241349,0.5025513699895706
65034,England,India,205,0.29411764705882354,0.5454545454545454,0.5,0.2,0.4,6.8559756328616,0.4001600834981517,0.45983683766568834
66197,United States of America,New Zealand,348,0.5,0.4,0.5,0.5,0.2,-85.00103224702639,0.5,0.4843232893878964
66196,Zimbabwe,England,300,0.21428571428571427,0.29411764705882354,0.0,0.0,0.2,-114.01946879439606,0.34462732663288465,0.46022351548637436
66198,Kenya,India,291,0.3333333333333333,0.5652173913043478,0.0,0.4,0.6,-76.78794350668363,0.3644675925925926,0.42972311375568123
66200,Australia,United States of America,66,0.9047619047619048,0.5,0.5,1.0,0.5,252.87336041456592,0.518335077090882,0.17777777777777776
66202,Pakistan,Kenya,95,0.5416666666666666,0.3333333333333333,1.0,0.6,0.4,100.08029781480923,0.5439730378317335,0.4435075757575758
66201,Sri Lanka,Zimbabwe,192,0.6875,0.21428571428571427,0.6666666666666666,0.8,0.0,189.796079651637,0.47492160504914577,0.3446114554637282
66203,Bangladesh,West Indies,270,0.0,0.6,0.0,0.0,0.6,-244.62991384046427,0.34792254654387006,0.48931220416727655
66204,Australia,New Zealand,199,0.9047619047619048,0.45454545454545453,1.0,1.0,0.4,149.60090847534047,0.5226368967419557,0.5005495255761274
66205,Sri Lanka,England,145,0.6875,0.3333333333333333,1.0,0.8,0.4,61.95315771424566,0.474110741101965,0.47346749599285093
66206,West Indies,South Africa,247,0.6666666666666666,0.3333333333333333,1.0,0.6,0.2,61.91354599718352,0.4835451501841662,0.4719268341307815
66207,Pakistan,India,201,0.5416666666666666,0.5833333333333334,0.5,0.6,0.8,9.766348636533849,0.5261792805389661,0.4589033128095628
66208,England,Australia,260,0.3684210526315789,0.9047619047619048,0.0,0.6,1.0,-219.027717680857,0.46841608727972367,0.5006270682184708
66209,West Indies,Pakistan,132,0.6666666666666666,0.5416666666666666,0.5,0.6,0.6,2.0189394477145015,0.44044200118063753,0.4893425308159144
66210,West Indies,England,218,0.6666666666666666,0.3684210526315789,0.0,0.6,0.6,26.851838853885738,0.42918105938856926,0.4687871733066049
66378,Zimbabwe,Pakistan,293,0.2,0.52,0.0,0.0,0.4,-180.69114682627696,0.4064090824885235,0.5192699009891992
66379,Pakistan,Zimbabwe,253,0.5384615384615384,0.2,1.0,0.6,0.0,197.40299477831195,0.4114006037535449,0.3884548019382578
66380,Pakistan,Sri Lanka,233,0.5384615384615384,0.6875,0.5,0.6,0.8,9.777129134755796,0.5041173644997338,0.42148119391162664
66381,Sri Lanka,Zimbabwe,105,0.6470588235294118,0.1875,0.6666666666666666,0.8,0.0,187.62751554963256,0.41648305463655017,0.38775345992391447
66383,Pakistan,Sri Lanka,288,0.5384615384615384,0.6470588235294118,0.5,0.6,0.8,32.76509610165999,0.47911226938615475,0.41013715780937143
64907,Bangladesh,New Zealand,225,0.0,0.4166666666666667,0.0,0.0,0.4,-284.92018916338816,0.3560222408954994,0.4566273531536689
64910,England,Zimbabwe,196,0.35,0.17647058823529413,0.5,0.6,0.0,197.14986041807833,0.3565395886627979,0.364499058782921
64911,Zimbabwe,England,264,0.16666666666666666,0.35,0.0,0.0,0.6,-212.7185366931849,0.37652629788801284,0.5156588656558753
66385,New Zealand,Australia,247,0.46153846153846156,0.8636363636363636,0.0,0.6,0.8,-138.48327453367506,0.46085575998076,0.5368392991566221
64913,Zimbabwe,England,262,0.16666666666666666,0.38095238095238093,0.0,0.0,0.8,-227.25577783151175,0.3422008231667323,0.5218727123486768
